drug_id,pdb_id,Energy,pose_file_name
r2_gen_76751,3BZ3,-9.31,r2_gen_76751_3BZ3_best_docking_pose.mol2
r2_gen_267947,3BZ3,-8.59,r2_gen_267947_3BZ3_best_docking_pose.mol2
r2_gen_229937,3BZ3,-10.49,r2_gen_229937_3BZ3_best_docking_pose.mol2
r2_gen_268477,3BZ3,-10.68,r2_gen_268477_3BZ3_best_docking_pose.mol2
r2_gen_48922,3BZ3,-9.89,r2_gen_48922_3BZ3_best_docking_pose.mol2
r2_gen_104882,3BZ3,-8.83,r2_gen_104882_3BZ3_best_docking_pose.mol2
r2_gen_178034,3BZ3,-7.1,r2_gen_178034_3BZ3_best_docking_pose.mol2
r2_gen_147048,3BZ3,-8.3,r2_gen_147048_3BZ3_best_docking_pose.mol2
r2_gen_29467,3BZ3,-7.88,r2_gen_29467_3BZ3_best_docking_pose.mol2
r2_gen_147023,3BZ3,-8.74,r2_gen_147023_3BZ3_best_docking_pose.mol2
r2_gen_34749,3BZ3,-7.83,r2_gen_34749_3BZ3_best_docking_pose.mol2
r2_gen_93082,3BZ3,-10.89,r2_gen_93082_3BZ3_best_docking_pose.mol2
r2_gen_14380,3BZ3,-9.23,r2_gen_14380_3BZ3_best_docking_pose.mol2
r2_gen_111281,3BZ3,-11.14,r2_gen_111281_3BZ3_best_docking_pose.mol2
r2_gen_210728,3BZ3,-8.44,r2_gen_210728_3BZ3_best_docking_pose.mol2
r2_gen_95431,3BZ3,-9.33,r2_gen_95431_3BZ3_best_docking_pose.mol2
r2_gen_284118,3BZ3,-9.37,r2_gen_284118_3BZ3_best_docking_pose.mol2
r2_gen_56330,3BZ3,-8.05,r2_gen_56330_3BZ3_best_docking_pose.mol2
r2_gen_265065,3BZ3,-7.35,r2_gen_265065_3BZ3_best_docking_pose.mol2
r2_gen_37632,3BZ3,-9.31,r2_gen_37632_3BZ3_best_docking_pose.mol2
r2_gen_184148,3BZ3,-9.26,r2_gen_184148_3BZ3_best_docking_pose.mol2
r2_gen_77770,3BZ3,-9.98,r2_gen_77770_3BZ3_best_docking_pose.mol2
r2_gen_106409,3BZ3,-9.63,r2_gen_106409_3BZ3_best_docking_pose.mol2
r2_gen_291611,3BZ3,-7.59,r2_gen_291611_3BZ3_best_docking_pose.mol2
r2_gen_164590,3BZ3,-9.35,r2_gen_164590_3BZ3_best_docking_pose.mol2
r2_gen_212205,3BZ3,-7.95,r2_gen_212205_3BZ3_best_docking_pose.mol2
r2_gen_74803,3BZ3,-7.43,r2_gen_74803_3BZ3_best_docking_pose.mol2
r2_gen_113277,3BZ3,-7.07,r2_gen_113277_3BZ3_best_docking_pose.mol2
r2_gen_263150,3BZ3,-10.3,r2_gen_263150_3BZ3_best_docking_pose.mol2
r2_gen_239302,3BZ3,-9.44,r2_gen_239302_3BZ3_best_docking_pose.mol2
r2_gen_365,3BZ3,-9.5,r2_gen_365_3BZ3_best_docking_pose.mol2
r2_gen_75346,3BZ3,-7.58,r2_gen_75346_3BZ3_best_docking_pose.mol2
r2_gen_125677,3BZ3,-9.24,r2_gen_125677_3BZ3_best_docking_pose.mol2
r2_gen_263139,3BZ3,-8.01,r2_gen_263139_3BZ3_best_docking_pose.mol2
r2_gen_36130,3BZ3,-9.35,r2_gen_36130_3BZ3_best_docking_pose.mol2
r2_gen_261871,3BZ3,-8.88,r2_gen_261871_3BZ3_best_docking_pose.mol2
r2_gen_282951,3BZ3,-8.03,r2_gen_282951_3BZ3_best_docking_pose.mol2
r2_gen_235970,3BZ3,-8.12,r2_gen_235970_3BZ3_best_docking_pose.mol2
r2_gen_76158,3BZ3,-10.42,r2_gen_76158_3BZ3_best_docking_pose.mol2
r2_gen_120421,3BZ3,-6.96,r2_gen_120421_3BZ3_best_docking_pose.mol2
r2_gen_80722,3BZ3,-8.83,r2_gen_80722_3BZ3_best_docking_pose.mol2
r2_gen_34829,3BZ3,-9.28,r2_gen_34829_3BZ3_best_docking_pose.mol2
r2_gen_204061,3BZ3,-8.72,r2_gen_204061_3BZ3_best_docking_pose.mol2
r2_gen_202062,3BZ3,-7.07,r2_gen_202062_3BZ3_best_docking_pose.mol2
r2_gen_145261,3BZ3,-9.04,r2_gen_145261_3BZ3_best_docking_pose.mol2
r2_gen_23711,3BZ3,-8.42,r2_gen_23711_3BZ3_best_docking_pose.mol2
r2_gen_220571,3BZ3,-7.76,r2_gen_220571_3BZ3_best_docking_pose.mol2
r2_gen_12847,3BZ3,-9.84,r2_gen_12847_3BZ3_best_docking_pose.mol2
r2_gen_15333,3BZ3,-11.54,r2_gen_15333_3BZ3_best_docking_pose.mol2
r2_gen_100529,3BZ3,-8.14,r2_gen_100529_3BZ3_best_docking_pose.mol2
r2_gen_157032,3BZ3,-10.62,r2_gen_157032_3BZ3_best_docking_pose.mol2
r2_gen_241718,3BZ3,-10.27,r2_gen_241718_3BZ3_best_docking_pose.mol2
r2_gen_116860,3BZ3,-7.33,r2_gen_116860_3BZ3_best_docking_pose.mol2
r2_gen_3243,3BZ3,-7.2,r2_gen_3243_3BZ3_best_docking_pose.mol2
r2_gen_209741,3BZ3,-7.81,r2_gen_209741_3BZ3_best_docking_pose.mol2
r2_gen_11710,3BZ3,-7.78,r2_gen_11710_3BZ3_best_docking_pose.mol2
r2_gen_153745,3BZ3,-8.59,r2_gen_153745_3BZ3_best_docking_pose.mol2
r2_gen_113090,3BZ3,-9.69,r2_gen_113090_3BZ3_best_docking_pose.mol2
r2_gen_93792,3BZ3,-8.07,r2_gen_93792_3BZ3_best_docking_pose.mol2
r2_gen_39939,3BZ3,-9.7,r2_gen_39939_3BZ3_best_docking_pose.mol2
r2_gen_68934,3BZ3,-8.06,r2_gen_68934_3BZ3_best_docking_pose.mol2
r2_gen_82677,3BZ3,-7.13,r2_gen_82677_3BZ3_best_docking_pose.mol2
r2_gen_61660,3BZ3,-7.0,r2_gen_61660_3BZ3_best_docking_pose.mol2
r2_gen_281385,3BZ3,-7.95,r2_gen_281385_3BZ3_best_docking_pose.mol2
r2_gen_30546,3BZ3,-9.6,r2_gen_30546_3BZ3_best_docking_pose.mol2
r2_gen_107295,3BZ3,-10.88,r2_gen_107295_3BZ3_best_docking_pose.mol2
r2_gen_144506,3BZ3,-9.28,r2_gen_144506_3BZ3_best_docking_pose.mol2
r2_gen_82420,3BZ3,-9.71,r2_gen_82420_3BZ3_best_docking_pose.mol2
r2_gen_48328,3BZ3,-10.43,r2_gen_48328_3BZ3_best_docking_pose.mol2
r2_gen_37930,3BZ3,-7.67,r2_gen_37930_3BZ3_best_docking_pose.mol2
r2_gen_189220,3BZ3,-8.31,r2_gen_189220_3BZ3_best_docking_pose.mol2
r2_gen_112955,3BZ3,-8.12,r2_gen_112955_3BZ3_best_docking_pose.mol2
r2_gen_209014,3BZ3,-9.04,r2_gen_209014_3BZ3_best_docking_pose.mol2
r2_gen_8842,3BZ3,-7.01,r2_gen_8842_3BZ3_best_docking_pose.mol2
r2_gen_156392,3BZ3,-10.71,r2_gen_156392_3BZ3_best_docking_pose.mol2
r2_gen_252023,3BZ3,-9.23,r2_gen_252023_3BZ3_best_docking_pose.mol2
r2_gen_297275,3BZ3,-6.92,r2_gen_297275_3BZ3_best_docking_pose.mol2
r2_gen_6792,3BZ3,-9.24,r2_gen_6792_3BZ3_best_docking_pose.mol2
r2_gen_139017,3BZ3,-9.19,r2_gen_139017_3BZ3_best_docking_pose.mol2
r2_gen_86424,3BZ3,-9.0,r2_gen_86424_3BZ3_best_docking_pose.mol2
r2_gen_19502,3BZ3,-9.65,r2_gen_19502_3BZ3_best_docking_pose.mol2
r2_gen_10968,3BZ3,-8.87,r2_gen_10968_3BZ3_best_docking_pose.mol2
r2_gen_40691,3BZ3,-9.8,r2_gen_40691_3BZ3_best_docking_pose.mol2
r2_gen_240093,3BZ3,-8.35,r2_gen_240093_3BZ3_best_docking_pose.mol2
r2_gen_242855,3BZ3,-9.57,r2_gen_242855_3BZ3_best_docking_pose.mol2
r2_gen_9250,3BZ3,-9.5,r2_gen_9250_3BZ3_best_docking_pose.mol2
r2_gen_15283,3BZ3,-6.91,r2_gen_15283_3BZ3_best_docking_pose.mol2
r2_gen_93328,3BZ3,-8.72,r2_gen_93328_3BZ3_best_docking_pose.mol2
r2_gen_62031,3BZ3,-10.44,r2_gen_62031_3BZ3_best_docking_pose.mol2
r2_gen_262464,3BZ3,-9.17,r2_gen_262464_3BZ3_best_docking_pose.mol2
r2_gen_196312,3BZ3,-6.63,r2_gen_196312_3BZ3_best_docking_pose.mol2
r2_gen_274580,3BZ3,-9.27,r2_gen_274580_3BZ3_best_docking_pose.mol2
r2_gen_287198,3BZ3,-10.06,r2_gen_287198_3BZ3_best_docking_pose.mol2
r2_gen_187905,3BZ3,-8.95,r2_gen_187905_3BZ3_best_docking_pose.mol2
r2_gen_259165,3BZ3,-8.65,r2_gen_259165_3BZ3_best_docking_pose.mol2
r2_gen_43862,3BZ3,-10.26,r2_gen_43862_3BZ3_best_docking_pose.mol2
r2_gen_276835,3BZ3,-7.45,r2_gen_276835_3BZ3_best_docking_pose.mol2
r2_gen_110017,3BZ3,-7.31,r2_gen_110017_3BZ3_best_docking_pose.mol2
r2_gen_248877,3BZ3,-7.64,r2_gen_248877_3BZ3_best_docking_pose.mol2
r2_gen_104602,3BZ3,-11.33,r2_gen_104602_3BZ3_best_docking_pose.mol2
r2_gen_116311,3BZ3,-8.11,r2_gen_116311_3BZ3_best_docking_pose.mol2
r2_gen_5549,3BZ3,-7.72,r2_gen_5549_3BZ3_best_docking_pose.mol2
r2_gen_276295,3BZ3,-7.66,r2_gen_276295_3BZ3_best_docking_pose.mol2
r2_gen_104961,3BZ3,-8.89,r2_gen_104961_3BZ3_best_docking_pose.mol2
r2_gen_238873,3BZ3,-7.82,r2_gen_238873_3BZ3_best_docking_pose.mol2
r2_gen_3492,3BZ3,-8.7,r2_gen_3492_3BZ3_best_docking_pose.mol2
r2_gen_58552,3BZ3,-7.98,r2_gen_58552_3BZ3_best_docking_pose.mol2
r2_gen_12068,3BZ3,-10.52,r2_gen_12068_3BZ3_best_docking_pose.mol2
r2_gen_262632,3BZ3,-8.46,r2_gen_262632_3BZ3_best_docking_pose.mol2
r2_gen_128303,3BZ3,-6.64,r2_gen_128303_3BZ3_best_docking_pose.mol2
r2_gen_21492,3BZ3,-9.17,r2_gen_21492_3BZ3_best_docking_pose.mol2
r2_gen_177818,3BZ3,-10.22,r2_gen_177818_3BZ3_best_docking_pose.mol2
r2_gen_273158,3BZ3,-9.03,r2_gen_273158_3BZ3_best_docking_pose.mol2
r2_gen_208682,3BZ3,-8.39,r2_gen_208682_3BZ3_best_docking_pose.mol2
r2_gen_302192,3BZ3,-10.12,r2_gen_302192_3BZ3_best_docking_pose.mol2
r2_gen_46345,3BZ3,-9.68,r2_gen_46345_3BZ3_best_docking_pose.mol2
r2_gen_30061,3BZ3,-7.9,r2_gen_30061_3BZ3_best_docking_pose.mol2
r2_gen_148160,3BZ3,-7.78,r2_gen_148160_3BZ3_best_docking_pose.mol2
r2_gen_113018,3BZ3,-8.21,r2_gen_113018_3BZ3_best_docking_pose.mol2
r2_gen_228931,3BZ3,-7.42,r2_gen_228931_3BZ3_best_docking_pose.mol2
r2_gen_201687,3BZ3,-6.91,r2_gen_201687_3BZ3_best_docking_pose.mol2
r2_gen_83799,3BZ3,-7.81,r2_gen_83799_3BZ3_best_docking_pose.mol2
r2_gen_172892,3BZ3,-10.21,r2_gen_172892_3BZ3_best_docking_pose.mol2
r2_gen_242172,3BZ3,-8.52,r2_gen_242172_3BZ3_best_docking_pose.mol2
r2_gen_83718,3BZ3,-10.07,r2_gen_83718_3BZ3_best_docking_pose.mol2
r2_gen_170730,3BZ3,-9.12,r2_gen_170730_3BZ3_best_docking_pose.mol2
r2_gen_1301,3BZ3,-10.55,r2_gen_1301_3BZ3_best_docking_pose.mol2
r2_gen_25071,3BZ3,-9.3,r2_gen_25071_3BZ3_best_docking_pose.mol2
r2_gen_14259,3BZ3,-9.84,r2_gen_14259_3BZ3_best_docking_pose.mol2
r2_gen_142230,3BZ3,-8.51,r2_gen_142230_3BZ3_best_docking_pose.mol2
r2_gen_204319,3BZ3,-10.7,r2_gen_204319_3BZ3_best_docking_pose.mol2
r2_gen_212815,3BZ3,-8.7,r2_gen_212815_3BZ3_best_docking_pose.mol2
r2_gen_123826,3BZ3,-7.48,r2_gen_123826_3BZ3_best_docking_pose.mol2
r2_gen_19163,3BZ3,-8.9,r2_gen_19163_3BZ3_best_docking_pose.mol2
r2_gen_161922,3BZ3,-8.25,r2_gen_161922_3BZ3_best_docking_pose.mol2
r2_gen_82730,3BZ3,-7.92,r2_gen_82730_3BZ3_best_docking_pose.mol2
r2_gen_24332,3BZ3,-7.53,r2_gen_24332_3BZ3_best_docking_pose.mol2
r2_gen_146407,3BZ3,-6.64,r2_gen_146407_3BZ3_best_docking_pose.mol2
r2_gen_83597,3BZ3,-8.24,r2_gen_83597_3BZ3_best_docking_pose.mol2
r2_gen_222989,3BZ3,-7.87,r2_gen_222989_3BZ3_best_docking_pose.mol2
r2_gen_80239,3BZ3,-9.5,r2_gen_80239_3BZ3_best_docking_pose.mol2
r2_gen_285577,3BZ3,-10.46,r2_gen_285577_3BZ3_best_docking_pose.mol2
r2_gen_134070,3BZ3,-8.19,r2_gen_134070_3BZ3_best_docking_pose.mol2
r2_gen_134575,3BZ3,-9.66,r2_gen_134575_3BZ3_best_docking_pose.mol2
r2_gen_72660,3BZ3,-9.28,r2_gen_72660_3BZ3_best_docking_pose.mol2
r2_gen_301565,3BZ3,-9.26,r2_gen_301565_3BZ3_best_docking_pose.mol2
r2_gen_242864,3BZ3,-7.57,r2_gen_242864_3BZ3_best_docking_pose.mol2
r2_gen_161531,3BZ3,-9.77,r2_gen_161531_3BZ3_best_docking_pose.mol2
r2_gen_34881,3BZ3,-8.83,r2_gen_34881_3BZ3_best_docking_pose.mol2
r2_gen_299889,3BZ3,-7.91,r2_gen_299889_3BZ3_best_docking_pose.mol2
r2_gen_103714,3BZ3,-9.96,r2_gen_103714_3BZ3_best_docking_pose.mol2
r2_gen_227487,3BZ3,-8.6,r2_gen_227487_3BZ3_best_docking_pose.mol2
r2_gen_110016,3BZ3,-9.62,r2_gen_110016_3BZ3_best_docking_pose.mol2
r2_gen_49807,3BZ3,-8.87,r2_gen_49807_3BZ3_best_docking_pose.mol2
r2_gen_145496,3BZ3,-9.65,r2_gen_145496_3BZ3_best_docking_pose.mol2
r2_gen_18317,3BZ3,-7.85,r2_gen_18317_3BZ3_best_docking_pose.mol2
r2_gen_135077,3BZ3,-9.93,r2_gen_135077_3BZ3_best_docking_pose.mol2
r2_gen_253009,3BZ3,-8.69,r2_gen_253009_3BZ3_best_docking_pose.mol2
r2_gen_290021,3BZ3,-8.33,r2_gen_290021_3BZ3_best_docking_pose.mol2
r2_gen_9741,3BZ3,-7.6,r2_gen_9741_3BZ3_best_docking_pose.mol2
r2_gen_93582,3BZ3,-8.27,r2_gen_93582_3BZ3_best_docking_pose.mol2
r2_gen_177158,3BZ3,-9.82,r2_gen_177158_3BZ3_best_docking_pose.mol2
r2_gen_6301,3BZ3,-9.02,r2_gen_6301_3BZ3_best_docking_pose.mol2
r2_gen_89717,3BZ3,-8.02,r2_gen_89717_3BZ3_best_docking_pose.mol2
r2_gen_18250,3BZ3,-8.14,r2_gen_18250_3BZ3_best_docking_pose.mol2
r2_gen_274958,3BZ3,-10.53,r2_gen_274958_3BZ3_best_docking_pose.mol2
r2_gen_300517,3BZ3,-7.72,r2_gen_300517_3BZ3_best_docking_pose.mol2
r2_gen_50510,3BZ3,-11.49,r2_gen_50510_3BZ3_best_docking_pose.mol2
r2_gen_299031,3BZ3,-9.99,r2_gen_299031_3BZ3_best_docking_pose.mol2
r2_gen_83668,3BZ3,-9.39,r2_gen_83668_3BZ3_best_docking_pose.mol2
r2_gen_50678,3BZ3,-9.05,r2_gen_50678_3BZ3_best_docking_pose.mol2
r2_gen_43279,3BZ3,-10.43,r2_gen_43279_3BZ3_best_docking_pose.mol2
r2_gen_85766,3BZ3,-9.68,r2_gen_85766_3BZ3_best_docking_pose.mol2
r2_gen_112565,3BZ3,-7.97,r2_gen_112565_3BZ3_best_docking_pose.mol2
r2_gen_165987,3BZ3,-7.69,r2_gen_165987_3BZ3_best_docking_pose.mol2
r2_gen_6393,3BZ3,-9.76,r2_gen_6393_3BZ3_best_docking_pose.mol2
r2_gen_108080,3BZ3,-9.39,r2_gen_108080_3BZ3_best_docking_pose.mol2
r2_gen_260142,3BZ3,-8.82,r2_gen_260142_3BZ3_best_docking_pose.mol2
r2_gen_189272,3BZ3,-7.51,r2_gen_189272_3BZ3_best_docking_pose.mol2
r2_gen_7569,3BZ3,-8.87,r2_gen_7569_3BZ3_best_docking_pose.mol2
r2_gen_29415,3BZ3,-8.09,r2_gen_29415_3BZ3_best_docking_pose.mol2
r2_gen_301896,3BZ3,-9.56,r2_gen_301896_3BZ3_best_docking_pose.mol2
r2_gen_245723,3BZ3,-9.46,r2_gen_245723_3BZ3_best_docking_pose.mol2
r2_gen_60549,3BZ3,-9.86,r2_gen_60549_3BZ3_best_docking_pose.mol2
r2_gen_114353,3BZ3,-8.39,r2_gen_114353_3BZ3_best_docking_pose.mol2
r2_gen_231778,3BZ3,-7.23,r2_gen_231778_3BZ3_best_docking_pose.mol2
r2_gen_110106,3BZ3,-8.34,r2_gen_110106_3BZ3_best_docking_pose.mol2
r2_gen_2825,3BZ3,-8.01,r2_gen_2825_3BZ3_best_docking_pose.mol2
r2_gen_93345,3BZ3,-8.57,r2_gen_93345_3BZ3_best_docking_pose.mol2
r2_gen_198233,3BZ3,-8.4,r2_gen_198233_3BZ3_best_docking_pose.mol2
r2_gen_61746,3BZ3,-9.01,r2_gen_61746_3BZ3_best_docking_pose.mol2
r2_gen_221533,3BZ3,-9.96,r2_gen_221533_3BZ3_best_docking_pose.mol2
r2_gen_19532,3BZ3,-10.85,r2_gen_19532_3BZ3_best_docking_pose.mol2
r2_gen_296491,3BZ3,-8.91,r2_gen_296491_3BZ3_best_docking_pose.mol2
r2_gen_253675,3BZ3,-8.9,r2_gen_253675_3BZ3_best_docking_pose.mol2
r2_gen_302493,3BZ3,-9.11,r2_gen_302493_3BZ3_best_docking_pose.mol2
r2_gen_223313,3BZ3,-7.97,r2_gen_223313_3BZ3_best_docking_pose.mol2
r2_gen_299307,3BZ3,-6.78,r2_gen_299307_3BZ3_best_docking_pose.mol2
r2_gen_228710,3BZ3,-8.98,r2_gen_228710_3BZ3_best_docking_pose.mol2
r2_gen_276525,3BZ3,-9.49,r2_gen_276525_3BZ3_best_docking_pose.mol2
r2_gen_129261,3BZ3,-8.49,r2_gen_129261_3BZ3_best_docking_pose.mol2
r2_gen_163693,3BZ3,-10.26,r2_gen_163693_3BZ3_best_docking_pose.mol2
r2_gen_43861,3BZ3,-9.42,r2_gen_43861_3BZ3_best_docking_pose.mol2
r2_gen_116895,3BZ3,-10.57,r2_gen_116895_3BZ3_best_docking_pose.mol2
r2_gen_81833,3BZ3,-9.46,r2_gen_81833_3BZ3_best_docking_pose.mol2
r2_gen_234311,3BZ3,-10.14,r2_gen_234311_3BZ3_best_docking_pose.mol2
r2_gen_262425,3BZ3,-8.33,r2_gen_262425_3BZ3_best_docking_pose.mol2
r2_gen_73515,3BZ3,-9.61,r2_gen_73515_3BZ3_best_docking_pose.mol2
r2_gen_77319,3BZ3,-10.31,r2_gen_77319_3BZ3_best_docking_pose.mol2
r2_gen_49395,3BZ3,-8.02,r2_gen_49395_3BZ3_best_docking_pose.mol2
r2_gen_246690,3BZ3,-8.48,r2_gen_246690_3BZ3_best_docking_pose.mol2
r2_gen_86162,3BZ3,-7.93,r2_gen_86162_3BZ3_best_docking_pose.mol2
r2_gen_232711,3BZ3,-8.49,r2_gen_232711_3BZ3_best_docking_pose.mol2
r2_gen_140110,3BZ3,-7.46,r2_gen_140110_3BZ3_best_docking_pose.mol2
r2_gen_52519,3BZ3,-7.63,r2_gen_52519_3BZ3_best_docking_pose.mol2
r2_gen_53331,3BZ3,-10.56,r2_gen_53331_3BZ3_best_docking_pose.mol2
r2_gen_270063,3BZ3,-8.26,r2_gen_270063_3BZ3_best_docking_pose.mol2
r2_gen_232436,3BZ3,-8.16,r2_gen_232436_3BZ3_best_docking_pose.mol2
r2_gen_269332,3BZ3,-9.83,r2_gen_269332_3BZ3_best_docking_pose.mol2
r2_gen_199235,3BZ3,-10.39,r2_gen_199235_3BZ3_best_docking_pose.mol2
r2_gen_119509,3BZ3,-8.99,r2_gen_119509_3BZ3_best_docking_pose.mol2
r2_gen_40744,3BZ3,-9.35,r2_gen_40744_3BZ3_best_docking_pose.mol2
r2_gen_40028,3BZ3,-8.91,r2_gen_40028_3BZ3_best_docking_pose.mol2
r2_gen_114570,3BZ3,-7.0,r2_gen_114570_3BZ3_best_docking_pose.mol2
r2_gen_251470,3BZ3,-9.17,r2_gen_251470_3BZ3_best_docking_pose.mol2
r2_gen_234217,3BZ3,-9.57,r2_gen_234217_3BZ3_best_docking_pose.mol2
r2_gen_62093,3BZ3,-8.66,r2_gen_62093_3BZ3_best_docking_pose.mol2
r2_gen_210347,3BZ3,-8.64,r2_gen_210347_3BZ3_best_docking_pose.mol2
r2_gen_170307,3BZ3,-9.45,r2_gen_170307_3BZ3_best_docking_pose.mol2
r2_gen_180928,3BZ3,-8.06,r2_gen_180928_3BZ3_best_docking_pose.mol2
r2_gen_48624,3BZ3,-8.41,r2_gen_48624_3BZ3_best_docking_pose.mol2
r2_gen_141297,3BZ3,-9.24,r2_gen_141297_3BZ3_best_docking_pose.mol2
r2_gen_130020,3BZ3,-8.89,r2_gen_130020_3BZ3_best_docking_pose.mol2
r2_gen_215874,3BZ3,-10.2,r2_gen_215874_3BZ3_best_docking_pose.mol2
r2_gen_116208,3BZ3,-8.16,r2_gen_116208_3BZ3_best_docking_pose.mol2
r2_gen_131719,3BZ3,-8.02,r2_gen_131719_3BZ3_best_docking_pose.mol2
r2_gen_33495,3BZ3,-8.84,r2_gen_33495_3BZ3_best_docking_pose.mol2
r2_gen_235787,3BZ3,-9.82,r2_gen_235787_3BZ3_best_docking_pose.mol2
r2_gen_247899,3BZ3,-9.6,r2_gen_247899_3BZ3_best_docking_pose.mol2
r2_gen_240986,3BZ3,-7.99,r2_gen_240986_3BZ3_best_docking_pose.mol2
r2_gen_221038,3BZ3,-7.9,r2_gen_221038_3BZ3_best_docking_pose.mol2
r2_gen_297234,3BZ3,-10.47,r2_gen_297234_3BZ3_best_docking_pose.mol2
r2_gen_137608,3BZ3,-10.11,r2_gen_137608_3BZ3_best_docking_pose.mol2
r2_gen_196202,3BZ3,-10.2,r2_gen_196202_3BZ3_best_docking_pose.mol2
r2_gen_281722,3BZ3,-7.64,r2_gen_281722_3BZ3_best_docking_pose.mol2
r2_gen_299508,3BZ3,-8.28,r2_gen_299508_3BZ3_best_docking_pose.mol2
r2_gen_23839,3BZ3,-8.09,r2_gen_23839_3BZ3_best_docking_pose.mol2
r2_gen_156024,3BZ3,-7.91,r2_gen_156024_3BZ3_best_docking_pose.mol2
r2_gen_144273,3BZ3,-9.23,r2_gen_144273_3BZ3_best_docking_pose.mol2
r2_gen_116284,3BZ3,-8.44,r2_gen_116284_3BZ3_best_docking_pose.mol2
r2_gen_81663,3BZ3,-10.09,r2_gen_81663_3BZ3_best_docking_pose.mol2
r2_gen_297494,3BZ3,-6.66,r2_gen_297494_3BZ3_best_docking_pose.mol2
r2_gen_99092,3BZ3,-8.96,r2_gen_99092_3BZ3_best_docking_pose.mol2
r2_gen_200865,3BZ3,-7.69,r2_gen_200865_3BZ3_best_docking_pose.mol2
r2_gen_47114,3BZ3,-8.49,r2_gen_47114_3BZ3_best_docking_pose.mol2
r2_gen_242691,3BZ3,-7.86,r2_gen_242691_3BZ3_best_docking_pose.mol2
r2_gen_283728,3BZ3,-8.78,r2_gen_283728_3BZ3_best_docking_pose.mol2
r2_gen_270619,3BZ3,-6.96,r2_gen_270619_3BZ3_best_docking_pose.mol2
r2_gen_265041,3BZ3,-8.55,r2_gen_265041_3BZ3_best_docking_pose.mol2
r2_gen_276278,3BZ3,-7.9,r2_gen_276278_3BZ3_best_docking_pose.mol2
r2_gen_92330,3BZ3,-8.94,r2_gen_92330_3BZ3_best_docking_pose.mol2
r2_gen_261749,3BZ3,-8.96,r2_gen_261749_3BZ3_best_docking_pose.mol2
r2_gen_96688,3BZ3,-8.16,r2_gen_96688_3BZ3_best_docking_pose.mol2
r2_gen_19633,3BZ3,-7.88,r2_gen_19633_3BZ3_best_docking_pose.mol2
r2_gen_112903,3BZ3,-7.1,r2_gen_112903_3BZ3_best_docking_pose.mol2
r2_gen_102144,3BZ3,-10.25,r2_gen_102144_3BZ3_best_docking_pose.mol2
r2_gen_257216,3BZ3,-8.98,r2_gen_257216_3BZ3_best_docking_pose.mol2
r2_gen_158038,3BZ3,-7.67,r2_gen_158038_3BZ3_best_docking_pose.mol2
r2_gen_125188,3BZ3,-10.54,r2_gen_125188_3BZ3_best_docking_pose.mol2
r2_gen_261354,3BZ3,-9.14,r2_gen_261354_3BZ3_best_docking_pose.mol2
r2_gen_288068,3BZ3,-8.31,r2_gen_288068_3BZ3_best_docking_pose.mol2
r2_gen_115431,3BZ3,-8.37,r2_gen_115431_3BZ3_best_docking_pose.mol2
r2_gen_195360,3BZ3,-8.68,r2_gen_195360_3BZ3_best_docking_pose.mol2
r2_gen_274803,3BZ3,-8.23,r2_gen_274803_3BZ3_best_docking_pose.mol2
r2_gen_243027,3BZ3,-6.53,r2_gen_243027_3BZ3_best_docking_pose.mol2
r2_gen_180528,3BZ3,-9.72,r2_gen_180528_3BZ3_best_docking_pose.mol2
r2_gen_258410,3BZ3,-9.13,r2_gen_258410_3BZ3_best_docking_pose.mol2
r2_gen_37908,3BZ3,-10.67,r2_gen_37908_3BZ3_best_docking_pose.mol2
r2_gen_167187,3BZ3,-10.97,r2_gen_167187_3BZ3_best_docking_pose.mol2
r2_gen_100167,3BZ3,-8.24,r2_gen_100167_3BZ3_best_docking_pose.mol2
r2_gen_228081,3BZ3,-7.17,r2_gen_228081_3BZ3_best_docking_pose.mol2
r2_gen_248717,3BZ3,-8.5,r2_gen_248717_3BZ3_best_docking_pose.mol2
r2_gen_54165,3BZ3,-7.08,r2_gen_54165_3BZ3_best_docking_pose.mol2
r2_gen_237559,3BZ3,-8.79,r2_gen_237559_3BZ3_best_docking_pose.mol2
r2_gen_5843,3BZ3,-9.75,r2_gen_5843_3BZ3_best_docking_pose.mol2
r2_gen_201776,3BZ3,-7.95,r2_gen_201776_3BZ3_best_docking_pose.mol2
r2_gen_238124,3BZ3,-9.55,r2_gen_238124_3BZ3_best_docking_pose.mol2
r2_gen_176511,3BZ3,-8.06,r2_gen_176511_3BZ3_best_docking_pose.mol2
r2_gen_102773,3BZ3,-7.52,r2_gen_102773_3BZ3_best_docking_pose.mol2
r2_gen_175096,3BZ3,-10.46,r2_gen_175096_3BZ3_best_docking_pose.mol2
r2_gen_186535,3BZ3,-9.62,r2_gen_186535_3BZ3_best_docking_pose.mol2
r2_gen_70087,3BZ3,-8.54,r2_gen_70087_3BZ3_best_docking_pose.mol2
r2_gen_137922,3BZ3,-6.58,r2_gen_137922_3BZ3_best_docking_pose.mol2
r2_gen_166193,3BZ3,-9.5,r2_gen_166193_3BZ3_best_docking_pose.mol2
r2_gen_244728,3BZ3,-7.7,r2_gen_244728_3BZ3_best_docking_pose.mol2
r2_gen_274685,3BZ3,-7.75,r2_gen_274685_3BZ3_best_docking_pose.mol2
r2_gen_114505,3BZ3,-10.65,r2_gen_114505_3BZ3_best_docking_pose.mol2
